Word Error Rate,Gestalt Pattern Matching,Longest Common Subsequence
"0,3333333333","0,9444444444","0,9444444444"
"0,1666666667","0,962962963","0,962962963"
"0,09090909091","0,9836065574","0,9836065574"
"0,1111111111","0,975","0,975"
"0,1428571429","0,972972973","0,972972973"
0,1,1
"0,1111111111","0,9761904762","0,9761904762"
"0,2","0,9583333333","0,9583333333"
"0,3","0,961038961","0,961038961"
"0,07692307692","0,9868421053","0,9868421053"
"0,25","0,9411764706","0,9411764706"
"0,08333333333","0,9868421053","0,9868421053"
0,1,1
"0,1428571429","0,9714285714","0,9714285714"
"0,2222222222","0,8518518519","0,8518518519"
"0,125","0,976744186","0,976744186"
"0,1111111111","0,9821428571","0,9821428571"
"0,2","0,9583333333","0,9583333333"
"0,1538461538","0,9710144928","0,9710144928"
"0,1428571429","0,9655172414","0,9655172414"
"0,125","0,9782608696","0,9782608696"
"0,25","0,9523809524","0,9523809524"
"0,1111111111","0,9830508475","0,9830508475"
0,1,1
0,1,1
"0,1111111111","0,9824561404","0,9824561404"
"0,09090909091","0,9791666667","0,9791666667"
"0,25","0,9589041096","0,9589041096"
"0,2857142857","0,8888888889","0,8888888889"
"0,2142857143","0,9452054795",1
"0,2","0,9824561404","0,9824561404"
"0,1666666667","0,9736842105","0,9736842105"
0,1,1
"0,1666666667","0,9705882353","0,9705882353"
"0,1428571429","0,9761904762","0,9761904762"
"0,3333333333","0,9473684211","0,9473684211"
0,1,1
"0,3333333333","0,92","0,92"
"0,2","0,962962963","0,962962963"
"0,1538461538","0,9718309859","0,9718309859"
0,1,1
"0,09090909091","0,9833333333","0,9833333333"
"0,5","0,9230769231","0,9230769231"
"0,2","0,96","0,96"
"0,1111111111","0,9777777778","0,9777777778"
0,1,1
0,1,1
"0,2","0,9565217391","0,9565217391"
"0,1","0,9821428571","0,9821428571"
"0,1","0,9814814815","0,9814814815"
"0,2","0,96","0,96"
1,"0,8181818182","0,8181818182"
"0,25","0,962962963","0,962962963"
"0,125","0,9756097561","0,9756097561"
"0,2","0,962962963","0,962962963"
"0,1428571429","0,9761904762","0,9761904762"
"0,1111111111","0,9814814815","0,9814814815"
"0,2222222222","0,9259259259","0,9259259259"
0,1,1
0,1,1
"0,1428571429","0,9807692308","0,9807692308"
"0,09090909091","0,9818181818","0,9818181818"
"0,3333333333","0,9375","0,9375"
"0,3333333333","0,9565217391","0,9565217391"
"0,2857142857","0,9411764706","0,9411764706"
"0,1428571429","0,9756097561","0,9756097561"
"0,25","0,9545454545","0,9545454545"
"0,125","0,972972973","0,972972973"
"0,07142857143","0,9855072464","0,9855072464"
"0,1666666667","0,9722222222","0,9722222222"
"0,1666666667","0,9649122807","0,9649122807"
"0,2","0,9615384615","0,9615384615"
0,1,1
"0,08333333333","0,9852941176","0,9852941176"
"0,09090909091","0,9836065574","0,9836065574"
"0,1428571429","0,975","0,975"
"0,1666666667","0,9705882353","0,9705882353"
"0,1111111111","0,98","0,98"
"0,09090909091","0,9846153846","0,9846153846"
"0,2","0,9615384615","0,9615384615"
"0,1428571429","0,9666666667","0,9666666667"
"0,1666666667","0,9666666667","0,9666666667"
"0,25","0,9024390244","0,9024390244"
"0,4","0,9375","0,9375"
"0,1111111111","0,9756097561","0,9756097561"
"0,2","0,88","0,9166666667"
"0,1428571429","0,972972973","0,972972973"
"0,09090909091","0,98","0,98"
"0,1428571429","0,9743589744","0,9743589744"
"0,2","0,96","0,96"
"0,1666666667","0,96875","0,96875"
"0,1666666667","0,84375","0,84375"
"0,1666666667","0,9666666667","0,9666666667"
"0,09090909091","0,984375","0,984375"
"0,1428571429","0,9736842105","0,9736842105"
"0,1111111111","0,9772727273","0,9772727273"
"0,125","0,9811320755","0,9811320755"
"0,4","0,9285714286","0,9285714286"
"0,1111111111","0,9591836735","0,9591836735"
"0,1666666667","0,9682539683","0,9682539683"
"0,125","0,9761904762","0,9761904762"
"0,1666666667","0,9642857143","0,9642857143"
"0,1666666667","0,962962963","0,962962963"
0,1,1
"0,1666666667","0,9666666667","0,9666666667"
"0,125","0,9756097561","0,9756097561"
"0,2","0,9655172414","0,9655172414"
"0,25","0,9473684211","0,9473684211"
"0,4444444444","0,8292682927","0,8292682927"
"0,3","0,9622641509","0,9622641509"
"0,1428571429","0,9772727273","0,9772727273"
"0,09090909091","0,9827586207","0,9827586207"
"0,1111111111","0,9803921569","0,9803921569"
"0,1428571429","0,9705882353","0,9705882353"
"0,1","0,9830508475","0,9830508475"
"0,1","0,9850746269","0,9850746269"
"0,125","0,976744186","0,976744186"
0,1,1
"0,1428571429","0,9722222222","0,9722222222"
"0,1111111111","0,9756097561","0,9756097561"
"0,2857142857","0,9534883721","0,9534883721"
"0,09090909091","0,9830508475","0,9830508475"
"0,25","0,9523809524","0,9523809524"
"0,25","0,9583333333","0,9583333333"
"0,1666666667","0,9705882353","0,9705882353"
0,1,1
"0,1666666667","0,972972973","0,972972973"
0,1,1
"0,3333333333","0,9090909091","0,9090909091"
"0,08333333333","0,9850746269","0,9850746269"
0,1,1
"0,4","0,9090909091","0,9090909091"
"0,125","0,9777777778","0,9777777778"
"0,2857142857","0,935483871","0,935483871"
"0,1111111111","0,9827586207","0,9827586207"
"0,08333333333","0,9841269841","0,9841269841"
"0,1666666667","0,976744186","0,976744186"
"0,125","0,9743589744","0,9743589744"
"0,1428571429","0,975","0,975"
"0,4","0,9642857143","0,9642857143"
"0,25","0,9444444444","0,9444444444"
"0,3333333333","0,9166666667","0,9166666667"
"0,1666666667","0,9677419355","0,9677419355"
"0,1","0,9818181818","0,9818181818"
"0,25","0,9523809524","0,9523809524"
0,1,1
"0,1111111111","0,9791666667","0,9791666667"
"0,1","0,9803921569","0,9803921569"
"0,2857142857","0,9333333333","0,9333333333"
"0,2","0,975","0,975"
"0,2","0,9583333333","0,9583333333"
"0,08333333333","0,9830508475","0,9830508475"
"0,125","0,975","0,975"
"0,3333333333","0,7857142857","0,9166666667"
"0,1428571429","0,976744186","0,976744186"
"0,125","0,9756097561","0,9756097561"
"0,1111111111","0,9761904762","0,9761904762"
"0,25","0,9523809524","0,9523809524"
"0,1666666667","0,9736842105","0,9736842105"
"0,25","0,9722222222","0,9722222222"
"0,3333333333","0,9545454545","0,9545454545"
"0,3333333333","0,9375","0,9375"
"0,25","0,9523809524",1
"0,1666666667","0,9677419355","0,9677419355"
"0,2857142857","0,8611111111","0,8611111111"
"0,6666666667","0,8823529412","0,8823529412"
"0,07142857143","0,9841269841","0,9841269841"
"0,2222222222","0,9333333333","0,9333333333"
"0,1428571429","0,9772727273","0,9772727273"
"0,1111111111","0,9761904762","0,9761904762"
"0,1428571429","0,9666666667","0,9666666667"
"0,125","0,9772727273","0,9772727273"
"0,1111111111","0,98","0,98"
"0,1","0,9827586207","0,9827586207"
"0,5","0,8888888889","0,8888888889"
"0,25","0,9540229885","0,9540229885"
"0,1428571429","0,9791666667","0,9791666667"
"0,1818181818","0,9692307692","0,9692307692"
0,1,1
"0,1666666667","0,9696969697","0,9696969697"
"0,5","0,88","0,88"
"0,1428571429","0,9620253165","0,9620253165"
"0,5","0,8888888889","0,8888888889"
"0,6666666667","0,8148148148","0,8148148148"
"0,1818181818","0,9705882353","0,9705882353"
"0,1111111111","0,9736842105","0,9736842105"
"0,3333333333","0,9615384615","0,9615384615"
"0,25","0,9615384615","0,9615384615"
"0,2","0,9666666667","0,9666666667"
"0,2222222222","0,9555555556","0,9555555556"
"0,2","0,9666666667","0,9666666667"
"0,2","0,9583333333","0,9583333333"
"0,1111111111","0,9833333333","0,9833333333"
"0,1666666667","0,9555555556","0,9555555556"
"0,09090909091","0,9838709677","0,9838709677"
0,1,1
"0,3333333333","0,962962963","0,962962963"
"0,25","0,962962963","0,962962963"
"0,07142857143","0,9857142857","0,9857142857"
"0,3333333333","0,88","0,88"
"0,3076923077","0,9302325581","0,9302325581"
"0,2","0,8461538462","0,8461538462"
"0,25","0,9615384615","0,9615384615"
0,1,1
"0,2","0,9444444444","0,9444444444"
"0,2","0,96875","0,96875"
"0,25","0,925","0,925"
"0,1666666667","0,9642857143","0,9642857143"
"0,2","0,9583333333","0,9583333333"
0,1,1
"0,1666666667","0,9333333333","0,9333333333"
0,1,1
"0,125","0,9736842105","0,9736842105"
"0,07692307692","0,9882352941","0,9882352941"
"0,25","0,9333333333","0,9333333333"
"0,1428571429","0,9777777778","0,9777777778"
"0,2857142857","0,9459459459","0,9722222222"
"0,3333333333","0,9444444444","0,9444444444"
"0,125","0,9722222222","0,9722222222"
"0,2857142857","0,8292682927","0,8292682927"
0,1,1
"0,07142857143","0,9897959184","0,9897959184"
"0,2","0,96875","0,96875"
"0,1","0,9838709677","0,9838709677"
"0,2","0,9718309859","0,9718309859"
"0,1666666667","0,96875","0,96875"
"0,08333333333","0,9852941176","0,9852941176"
"0,1111111111","0,9821428571","0,9821428571"
0,1,1
"0,2727272727","0,9482758621","0,9482758621"
"0,2857142857","0,9565217391","0,9565217391"
"0,25","0,9444444444","0,9444444444"
"0,2","0,96875","0,96875"
"0,2222222222","0,9607843137","0,9607843137"
"0,08333333333","0,9772727273","0,9772727273"
"0,3333333333","0,9333333333","0,9333333333"
"0,25","0,9677419355","0,9677419355"
"0,2","0,9696969697","0,9696969697"
"0,2","0,9655172414","0,9655172414"
"0,1","0,976744186","0,976744186"
"0,1818181818","0,9692307692","0,9692307692"
"0,1428571429","0,972972973","0,972972973"
"0,2307692308","0,9456521739","0,9456521739"
"0,3333333333","0,9107142857","0,9107142857"
"0,1538461538","0,9733333333","0,9733333333"
"0,2857142857","0,9591836735","0,9591836735"
"0,07692307692","0,9857142857","0,9857142857"
"0,25","0,9583333333","0,9583333333"
0,1,1
"0,25","0,9375","0,9375"
"0,1666666667","0,9206349206","0,9666666667"
"0,2222222222","0,96","0,96"
"0,07692307692","0,987804878","0,987804878"
"0,1666666667","0,9701492537","0,9701492537"
"0,2666666667","0,9578947368","0,9578947368"
"0,1","0,9841269841","0,9841269841"
"0,1428571429","0,975","0,975"
"0,09090909091","0,984375","0,984375"
"0,3333333333","0,8888888889","0,8888888889"
"0,25","0,9555555556","0,9555555556"
1,"0,7777777778","0,7777777778"
"0,1428571429","0,9795918367","0,9795918367"
0,1,1
"0,1","0,9791666667","0,9791666667"
"0,25","0,9473684211","0,9473684211"
"0,1111111111","0,9818181818","0,9818181818"
"0,1","0,9821428571","0,9821428571"
"0,1666666667","0,9714285714","0,9714285714"
"0,2","0,9285714286","0,9285714286"
"0,1666666667","0,9666666667","0,9666666667"
0,1,1
"0,1818181818","0,96","0,96"
"0,1538461538","0,9784946237","0,9784946237"
"0,1","0,9871794872","0,9871794872"
"0,2","0,962962963","0,962962963"
"0,25","0,962962963","0,962962963"
"0,4285714286","0,9545454545","0,9545454545"
"0,1666666667","0,9677419355","0,9677419355"
"0,1428571429","0,9743589744","0,9743589744"
"0,2142857143","0,9534883721","0,9534883721"
"0,5","0,4545454545","0,4545454545"
"0,2222222222","0,9666666667","0,9666666667"
"0,1428571429","0,9761904762","0,9761904762"
"0,1428571429","0,9638554217","0,9638554217"
"0,1666666667","0,9666666667","0,9666666667"
"0,3","0,9464285714","0,9464285714"
"0,1666666667","0,9666666667","0,9666666667"
"0,5833333333","0,8598130841","0,8598130841"
"0,2","0,9666666667","0,9666666667"
"0,1666666667","0,9677419355","0,9677419355"
"0,2","0,96","0,96"
"0,2857142857","0,8055555556","0,8055555556"
"0,1","0,98","0,98"
0,1,1
"0,3333333333","0,9454545455","0,9454545455"
"0,2307692308","0,9821428571","0,9821428571"
"0,2307692308","0,975308642","0,975308642"
"0,4285714286","0,9302325581","0,9302325581"
"0,1111111111","0,9814814815","0,9814814815"
"0,2857142857","0,9534883721","0,9534883721"
0,1,1
"0,2307692308","0,975308642","0,975308642"
"0,25","0,9655172414","0,9655172414"
"0,3333333333","0,9583333333","0,9583333333"
"0,2222222222","0,9166666667","0,9166666667"
"0,1538461538","0,9793814433","0,9793814433"
"0,25","0,9615384615","0,9615384615"
"0,6","0,9166666667","0,9166666667"
"0,25","0,9473684211","0,9473684211"
"0,2","0,96875","0,96875"
"0,1428571429","0,9743589744","0,9743589744"
"0,2","0,9666666667","0,9666666667"
"0,6666666667","0,8571428571","0,8571428571"
1,"0,8","0,8"
0,1,1
"0,125","0,9756097561","0,9756097561"
"0,25","0,9302325581","0,9302325581"
"0,1428571429","0,9736842105","0,9736842105"
0,1,1
"0,08333333333","0,9836065574","0,9836065574"
"0,2","0,962962963","0,962962963"
"0,25","0,9565217391","0,9565217391"
"0,1666666667","0,9655172414","0,9655172414"
"0,4","0,9636363636","0,9636363636"
"0,2","0,9615384615","0,9615384615"
"0,08333333333","0,9857142857","0,9857142857"
"0,1","0,9830508475","0,9830508475"
"0,3333333333","0,9545454545","0,9545454545"
"0,25","0,9473684211","0,9473684211"
"0,07692307692","0,9850746269","0,9850746269"
"0,3333333333","0,9411764706","0,9411764706"
"0,1666666667","0,9777777778","0,9777777778"
"0,1666666667","0,8181818182","0,8181818182"
"0,1428571429","0,9428571429","0,9428571429"
0,1,1
"0,2222222222","0,9574468085","0,9574468085"
"0,1666666667","0,9523809524","0,9523809524"
"0,4","0,9696969697","0,9696969697"
"0,3333333333","0,8709677419","0,8709677419"
"0,1428571429","0,9714285714","0,9714285714"
"0,1666666667","0,9777777778","0,9777777778"
"0,25","0,9230769231","0,9230769231"
"0,08333333333","0,9855072464","0,9855072464"
"0,2","0,9666666667","0,9666666667"
"0,1111111111","0,9827586207","0,9827586207"
"0,2","0,9552238806","0,9552238806"
"0,1428571429","0,9677419355","0,9677419355"
0,1,1
0,1,1
"0,1666666667","0,9677419355","0,9677419355"
"0,1666666667","0,9710144928","0,9710144928"
0,1,1
"0,1538461538","0,975","0,975"
"0,1111111111","0,9743589744","0,9743589744"
"0,125","0,98","0,98"
"0,3333333333","0,9285714286","0,9285714286"
"0,8","0,578313253","0,578313253"
"0,1538461538","0,9759036145","0,9759036145"
"0,6","0,7777777778","0,9130434783"
"0,125","0,9824561404","0,9824561404"
"0,1","0,9811320755","0,9811320755"
"0,2","0,9736842105","0,9736842105"
"0,25","0,9583333333","0,9583333333"
"0,3","0,9523809524","0,9523809524"
"0,1666666667","0,972972973","0,972972973"
"0,25","0,9523809524","0,9523809524"
"0,2","0,9661016949","0,9661016949"
"0,3333333333","0,9444444444","0,9444444444"
"0,125","0,9782608696","0,9782608696"
"0,09090909091","0,9782608696","0,9782608696"
"0,07692307692","0,9861111111","0,9861111111"
"0,3","0,9516129032","0,9516129032"
"0,5","0,935483871","0,935483871"
"0,1428571429","0,972972973","0,972972973"
"0,07692307692","0,9861111111","0,9861111111"
0,1,1
"0,25","0,96","0,96"
"0,6","0,9459459459","0,9459459459"
"0,1666666667","0,9696969697","0,9696969697"
0,1,1
"0,08333333333","0,9873417722","0,9873417722"
0,1,1
"0,2857142857","0,9166666667","0,9295774648"
"0,1111111111","0,9782608696","0,9782608696"
0,1,1
"0,1666666667","0,9649122807","0,9649122807"
"0,2222222222","0,9642857143","0,9642857143"
"0,2","0,96875","0,96875"
"0,5","0,8947368421","0,8947368421"
"0,07692307692","0,985915493","0,985915493"
"0,1666666667","0,9705882353","0,9705882353"
"0,07692307692","0,9880952381","0,9880952381"
"0,1666666667","0,96","0,96"
"0,25","0,9473684211","0,9473684211"
"0,25","0,9622641509","0,9622641509"
"0,375","0,9743589744","0,9743589744"
"0,07692307692","0,9841269841","0,9841269841"
"0,25","0,9473684211","0,9473684211"
0,1,1
"0,2","0,9722222222","0,9722222222"
"0,1538461538","0,9759036145","0,9759036145"
1,"0,8260869565","0,8260869565"
"0,4","0,9230769231","0,9230769231"
"0,125","0,976744186","0,976744186"
"0,25","0,972972973","0,972972973"
"0,1","0,9821428571","0,9821428571"
"0,1428571429","0,9795918367","0,9795918367"
"0,125","0,9782608696","0,9782608696"
"0,1428571429","0,976744186","0,976744186"
"0,1111111111","0,9818181818","0,9818181818"
0,1,1
"0,1666666667","0,9677419355","0,9677419355"
"0,1","0,9880952381","0,9880952381"
"0,1818181818","0,9733333333","0,9733333333"
"0,1666666667","0,9655172414","0,9655172414"
"0,3333333333","0,9230769231","0,9230769231"
"0,09090909091","0,9855072464","0,9855072464"
"0,09090909091","0,9850746269","0,9850746269"
"0,25","0,9545454545","0,9545454545"
"0,1666666667","0,9696969697","0,9696969697"
"0,1111111111","0,9772727273","0,9772727273"
"0,09090909091","0,984375","0,984375"
"0,5","0,8888888889","0,8888888889"
"0,2222222222","0,9245283019","0,9245283019"
"0,1111111111","0,9846153846","0,9846153846"
"0,2857142857","0,9622641509","0,9622641509"
"0,1428571429","0,9743589744","0,9743589744"
"0,1111111111","0,9830508475","0,9830508475"
"0,25","0,9047619048","0,9047619048"
"0,08333333333","0,9791666667","0,9791666667"
"0,2857142857","0,914893617","0,914893617"
"0,2142857143","0,9647058824","0,9647058824"
0,1,1
"0,2222222222","0,9555555556","0,9555555556"
"0,1428571429","0,976744186","0,976744186"
"0,5","0,935483871","0,935483871"
"0,1666666667","0,96875","0,96875"
"0,2","0,9696969697","0,9696969697"
"0,25","0,9545454545","0,9545454545"
"0,125","0,9782608696","0,9782608696"
0,1,1
"0,25","0,9523809524","0,9523809524"
"0,25","0,9428571429","0,9705882353"
"0,1111111111","0,9795918367","0,9795918367"
0,1,1
"0,09090909091","0,9833333333","0,9833333333"
"0,08333333333","0,9846153846","0,9846153846"
"0,3333333333","0,9230769231","0,9230769231"
"0,1428571429","0,9873417722","0,9873417722"
"0,2","0,962962963","0,962962963"
"0,2222222222","0,9655172414","0,9655172414"
0,1,1
"0,125","0,9772727273","0,9772727273"
0,1,1
"0,4285714286","0,7692307692","0,7692307692"
"0,1666666667","0,9705882353","0,9705882353"
"0,125","0,9814814815","0,9814814815"
"0,1666666667","0,9666666667","0,9666666667"
"0,1","0,9772727273","0,9772727273"
"0,125","0,9736842105","0,9736842105"
"0,1111111111","0,9722222222","0,9722222222"
"0,25","0,9615384615","0,9615384615"
0,1,1
"0,08333333333","0,9846153846","0,9846153846"
"0,1428571429","0,9714285714","0,9714285714"
"0,2857142857","0,9428571429","0,9428571429"
"0,1818181818","0,9661016949","0,9661016949"
0,1,1
"0,3333333333","0,9230769231","0,96"
"0,08333333333","0,984375","0,984375"
"0,3333333333","0,9574468085","0,9574468085"
"0,1818181818","0,9545454545","0,9545454545"
"0,08333333333","0,9838709677","0,9838709677"
"0,5","0,5714285714","0,5714285714"
"0,1428571429","0,98","0,98"
"0,1428571429","0,9555555556","0,9555555556"
0,1,1
"0,5","0,9333333333","0,9333333333"
"0,2857142857","0,9487179487","0,9487179487"
0,1,1
"0,1428571429","0,9756097561","0,9756097561"
"0,1","0,9791666667","0,9791666667"
"0,2","0,962962963","0,962962963"
"0,3333333333","0,9473684211","0,9473684211"
"0,4","0,92","0,92"
"0,1111111111","0,9833333333","0,9833333333"
"0,1666666667","0,9642857143","0,9642857143"
